"FREQ","R1(1)[X=0.00]","R1(1)[X=100m]","R1(1)[X=200m]","R1(1)[X=300m]","R1(1)[X=400m]","R1(1)[X=500m]","R1(1)[X=600m]","R1(1)[X=700m]","R1(1)[X=800m]","R1(1)[X=900m]","R1(1)[X=1.00]"
4583783.784,0.0194047,0.0194047,0.0194047,0.0194047,0.0194047,0.0194047,0.0194047,0.0194047,0.0194047,0.0194047,0.0194047
4591691.692,0.0194851,0.0194851,0.0194851,0.0194851,0.0194851,0.0194851,0.0194851,0.0194851,0.0194851,0.0194851,0.0194851
4599599.6,0.0195661,0.0195661,0.0195661,0.0195661,0.0195661,0.0195661,0.0195661,0.0195661,0.0195661,0.0195661,0.0195661
4607507.508,0.0196475,0.0196475,0.0196475,0.0196475,0.0196475,0.0196475,0.0196475,0.0196475,0.0196475,0.0196475,0.0196475
4615415.415,0.0197293,0.0197293,0.0197293,0.0197293,0.0197293,0.0197293,0.0197293,0.0197293,0.0197293,0.0197293,0.0197293
4623323.323,0.0198117,0.0198117,0.0198117,0.0198117,0.0198117,0.0198117,0.0198117,0.0198117,0.0198117,0.0198117,0.0198117
4631231.231,0.0198945,0.0198945,0.0198945,0.0198945,0.0198945,0.0198945,0.0198945,0.0198945,0.0198945,0.0198945,0.0198945
4639139.139,0.0199779,0.0199779,0.0199779,0.0199779,0.0199779,0.0199779,0.0199779,0.0199779,0.0199779,0.0199779,0.0199779
4647047.047,0.0200617,0.0200617,0.0200617,0.0200617,0.0200617,0.0200617,0.0200617,0.0200617,0.0200617,0.0200617,0.0200617
4654954.955,0.0201461,0.0201461,0.0201461,0.0201461,0.0201461,0.0201461,0.0201461,0.0201461,0.0201461,0.0201461,0.0201461
4662862.863,0.020231,0.020231,0.020231,0.020231,0.020231,0.020231,0.020231,0.020231,0.020231,0.020231,0.020231
4670770.771,0.0203163,0.0203163,0.0203163,0.0203163,0.0203163,0.0203163,0.0203163,0.0203163,0.0203163,0.0203163,0.0203163
4678678.679,0.0204022,0.0204022,0.0204022,0.0204022,0.0204022,0.0204022,0.0204022,0.0204022,0.0204022,0.0204022,0.0204022
4686586.587,0.0204886,0.0204886,0.0204886,0.0204886,0.0204886,0.0204886,0.0204886,0.0204886,0.0204886,0.0204886,0.0204886
4694494.494,0.0205756,0.0205756,0.0205756,0.0205756,0.0205756,0.0205756,0.0205756,0.0205756,0.0205756,0.0205756,0.0205756
4702402.402,0.0206631,0.0206631,0.0206631,0.0206631,0.0206631,0.0206631,0.0206631,0.0206631,0.0206631,0.0206631,0.0206631
4710310.31,0.0207511,0.0207511,0.0207511,0.0207511,0.0207511,0.0207511,0.0207511,0.0207511,0.0207511,0.0207511,0.0207511
4718218.218,0.0208396,0.0208396,0.0208396,0.0208396,0.0208396,0.0208396,0.0208396,0.0208396,0.0208396,0.0208396,0.0208396
4726126.126,0.0209287,0.0209287,0.0209287,0.0209287,0.0209287,0.0209287,0.0209287,0.0209287,0.0209287,0.0209287,0.0209287
4734034.034,0.0210184,0.0210184,0.0210184,0.0210184,0.0210184,0.0210184,0.0210184,0.0210184,0.0210184,0.0210184,0.0210184
4741941.942,0.0211086,0.0211086,0.0211086,0.0211086,0.0211086,0.0211086,0.0211086,0.0211086,0.0211086,0.0211086,0.0211086
4749849.85,0.0211994,0.0211994,0.0211994,0.0211994,0.0211994,0.0211994,0.0211994,0.0211994,0.0211994,0.0211994,0.0211994
4757757.758,0.0212908,0.0212908,0.0212908,0.0212908,0.0212908,0.0212908,0.0212908,0.0212908,0.0212908,0.0212908,0.0212908
4765665.666,0.0213827,0.0213827,0.0213827,0.0213827,0.0213827,0.0213827,0.0213827,0.0213827,0.0213827,0.0213827,0.0213827
4773573.574,0.0214753,0.0214753,0.0214753,0.0214753,0.0214753,0.0214753,0.0214753,0.0214753,0.0214753,0.0214753,0.0214753
4781481.481,0.0215684,0.0215684,0.0215684,0.0215684,0.0215684,0.0215684,0.0215684,0.0215684,0.0215684,0.0215684,0.0215684
4789389.389,0.0216621,0.0216621,0.0216621,0.0216621,0.0216621,0.0216621,0.0216621,0.0216621,0.0216621,0.0216621,0.0216621
4797297.297,0.0217564,0.0217564,0.0217564,0.0217564,0.0217564,0.0217564,0.0217564,0.0217564,0.0217564,0.0217564,0.0217564
4805205.205,0.0218513,0.0218513,0.0218513,0.0218513,0.0218513,0.0218513,0.0218513,0.0218513,0.0218513,0.0218513,0.0218513
4813113.113,0.0219468,0.0219468,0.0219468,0.0219468,0.0219468,0.0219468,0.0219468,0.0219468,0.0219468,0.0219468,0.0219468
4821021.021,0.022043,0.022043,0.022043,0.022043,0.022043,0.022043,0.022043,0.022043,0.022043,0.022043,0.022043
4828928.929,0.0221398,0.0221398,0.0221398,0.0221398,0.0221398,0.0221398,0.0221398,0.0221398,0.0221398,0.0221398,0.0221398
4836836.837,0.0222372,0.0222372,0.0222372,0.0222372,0.0222372,0.0222372,0.0222372,0.0222372,0.0222372,0.0222372,0.0222372
4844744.745,0.0223353,0.0223353,0.0223353,0.0223353,0.0223353,0.0223353,0.0223353,0.0223353,0.0223353,0.0223353,0.0223353
4852652.653,0.022434,0.022434,0.022434,0.022434,0.022434,0.022434,0.022434,0.022434,0.022434,0.022434,0.022434
4860560.561,0.0225333,0.0225333,0.0225333,0.0225333,0.0225333,0.0225333,0.0225333,0.0225333,0.0225333,0.0225333,0.0225333
4868468.468,0.0226333,0.0226333,0.0226333,0.0226333,0.0226333,0.0226333,0.0226333,0.0226333,0.0226333,0.0226333,0.0226333
4876376.376,0.022734,0.022734,0.022734,0.022734,0.022734,0.022734,0.022734,0.022734,0.022734,0.022734,0.022734
4884284.284,0.0228353,0.0228353,0.0228353,0.0228353,0.0228353,0.0228353,0.0228353,0.0228353,0.0228353,0.0228353,0.0228353
4892192.192,0.0229374,0.0229374,0.0229374,0.0229374,0.0229374,0.0229374,0.0229374,0.0229374,0.0229374,0.0229374,0.0229374
4900100.1,0.0230401,0.0230401,0.0230401,0.0230401,0.0230401,0.0230401,0.0230401,0.0230401,0.0230401,0.0230401,0.0230401
4908008.008,0.0231435,0.0231435,0.0231435,0.0231435,0.0231435,0.0231435,0.0231435,0.0231435,0.0231435,0.0231435,0.0231435
4915915.916,0.0232476,0.0232476,0.0232476,0.0232476,0.0232476,0.0232476,0.0232476,0.0232476,0.0232476,0.0232476,0.0232476
4923823.824,0.0233525,0.0233525,0.0233525,0.0233525,0.0233525,0.0233525,0.0233525,0.0233525,0.0233525,0.0233525,0.0233525
4931731.732,0.023458,0.023458,0.023458,0.023458,0.023458,0.023458,0.023458,0.023458,0.023458,0.023458,0.023458
4939639.64,0.0235643,0.0235643,0.0235643,0.0235643,0.0235643,0.0235643,0.0235643,0.0235643,0.0235643,0.0235643,0.0235643
4947547.548,0.0236713,0.0236713,0.0236713,0.0236713,0.0236713,0.0236713,0.0236713,0.0236713,0.0236713,0.0236713,0.0236713
4955455.455,0.0237791,0.0237791,0.0237791,0.0237791,0.0237791,0.0237791,0.0237791,0.0237791,0.0237791,0.0237791,0.0237791
4963363.363,0.0238876,0.0238876,0.0238876,0.0238876,0.0238876,0.0238876,0.0238876,0.0238876,0.0238876,0.0238876,0.0238876
4971271.271,0.0239968,0.0239968,0.0239968,0.0239968,0.0239968,0.0239968,0.0239968,0.0239968,0.0239968,0.0239968,0.0239968
4979179.179,0.0241068,0.0241068,0.0241068,0.0241068,0.0241068,0.0241068,0.0241068,0.0241068,0.0241068,0.0241068,0.0241068
4987087.087,0.0242176,0.0242176,0.0242176,0.0242176,0.0242176,0.0242176,0.0242176,0.0242176,0.0242176,0.0242176,0.0242176
4994994.995,0.0243292,0.0243292,0.0243292,0.0243292,0.0243292,0.0243292,0.0243292,0.0243292,0.0243292,0.0243292,0.0243292
5002902.903,0.0244416,0.0244416,0.0244416,0.0244416,0.0244416,0.0244416,0.0244416,0.0244416,0.0244416,0.0244416,0.0244416
5010810.811,0.0245548,0.0245548,0.0245548,0.0245548,0.0245548,0.0245548,0.0245548,0.0245548,0.0245548,0.0245548,0.0245548
5018718.719,0.0246688,0.0246688,0.0246688,0.0246688,0.0246688,0.0246688,0.0246688,0.0246688,0.0246688,0.0246688,0.0246688
5026626.627,0.0247836,0.0247836,0.0247836,0.0247836,0.0247836,0.0247836,0.0247836,0.0247836,0.0247836,0.0247836,0.0247836
5034534.535,0.0248992,0.0248992,0.0248992,0.0248992,0.0248992,0.0248992,0.0248992,0.0248992,0.0248992,0.0248992,0.0248992
5042442.442,0.0250157,0.0250157,0.0250157,0.0250157,0.0250157,0.0250157,0.0250157,0.0250157,0.0250157,0.0250157,0.0250157
5050350.35,0.025133,0.025133,0.025133,0.025133,0.025133,0.025133,0.025133,0.025133,0.025133,0.025133,0.025133
5058258.258,0.0252512,0.0252512,0.0252512,0.0252512,0.0252512,0.0252512,0.0252512,0.0252512,0.0252512,0.0252512,0.0252512
5066166.166,0.0253702,0.0253702,0.0253702,0.0253702,0.0253702,0.0253702,0.0253702,0.0253702,0.0253702,0.0253702,0.0253702
5074074.074,0.0254901,0.0254901,0.0254901,0.0254901,0.0254901,0.0254901,0.0254901,0.0254901,0.0254901,0.0254901,0.0254901
5081981.982,0.0256109,0.0256109,0.0256109,0.0256109,0.0256109,0.0256109,0.0256109,0.0256109,0.0256109,0.0256109,0.0256109
5089889.89,0.0257326,0.0257326,0.0257326,0.0257326,0.0257326,0.0257326,0.0257326,0.0257326,0.0257326,0.0257326,0.0257326
5097797.798,0.0258553,0.0258553,0.0258553,0.0258553,0.0258553,0.0258553,0.0258553,0.0258553,0.0258553,0.0258553,0.0258553
5105705.706,0.0259788,0.0259788,0.0259788,0.0259788,0.0259788,0.0259788,0.0259788,0.0259788,0.0259788,0.0259788,0.0259788
5113613.614,0.0261032,0.0261032,0.0261032,0.0261032,0.0261032,0.0261032,0.0261032,0.0261032,0.0261032,0.0261032,0.0261032
5121521.522,0.0262286,0.0262286,0.0262286,0.0262286,0.0262286,0.0262286,0.0262286,0.0262286,0.0262286,0.0262286,0.0262286
5129429.429,0.026355,0.026355,0.026355,0.026355,0.026355,0.026355,0.026355,0.026355,0.026355,0.026355,0.026355
5137337.337,0.0264823,0.0264823,0.0264823,0.0264823,0.0264823,0.0264823,0.0264823,0.0264823,0.0264823,0.0264823,0.0264823
5145245.245,0.0266106,0.0266106,0.0266106,0.0266106,0.0266106,0.0266106,0.0266106,0.0266106,0.0266106,0.0266106,0.0266106
5153153.153,0.0267398,0.0267398,0.0267398,0.0267398,0.0267398,0.0267398,0.0267398,0.0267398,0.0267398,0.0267398,0.0267398
5161061.061,0.0268701,0.0268701,0.0268701,0.0268701,0.0268701,0.0268701,0.0268701,0.0268701,0.0268701,0.0268701,0.0268701
5168968.969,0.0270014,0.0270014,0.0270014,0.0270014,0.0270014,0.0270014,0.0270014,0.0270014,0.0270014,0.0270014,0.0270014
5176876.877,0.0271337,0.0271337,0.0271337,0.0271337,0.0271337,0.0271337,0.0271337,0.0271337,0.0271337,0.0271337,0.0271337
5184784.785,0.027267,0.027267,0.027267,0.027267,0.027267,0.027267,0.027267,0.027267,0.027267,0.027267,0.027267
5192692.693,0.0274014,0.0274014,0.0274014,0.0274014,0.0274014,0.0274014,0.0274014,0.0274014,0.0274014,0.0274014,0.0274014
5200600.601,0.0275368,0.0275368,0.0275368,0.0275368,0.0275368,0.0275368,0.0275368,0.0275368,0.0275368,0.0275368,0.0275368
5208508.509,0.0276733,0.0276733,0.0276733,0.0276733,0.0276733,0.0276733,0.0276733,0.0276733,0.0276733,0.0276733,0.0276733
5216416.416,0.0278109,0.0278109,0.0278109,0.0278109,0.0278109,0.0278109,0.0278109,0.0278109,0.0278109,0.0278109,0.0278109
5224324.324,0.0279496,0.0279496,0.0279496,0.0279496,0.0279496,0.0279496,0.0279496,0.0279496,0.0279496,0.0279496,0.0279496
5232232.232,0.0280894,0.0280894,0.0280894,0.0280894,0.0280894,0.0280894,0.0280894,0.0280894,0.0280894,0.0280894,0.0280894
5240140.14,0.0282303,0.0282303,0.0282303,0.0282303,0.0282303,0.0282303,0.0282303,0.0282303,0.0282303,0.0282303,0.0282303
5248048.048,0.0283724,0.0283724,0.0283724,0.0283724,0.0283724,0.0283724,0.0283724,0.0283724,0.0283724,0.0283724,0.0283724
5255955.956,0.0285156,0.0285156,0.0285156,0.0285156,0.0285156,0.0285156,0.0285156,0.0285156,0.0285156,0.0285156,0.0285156
5263863.864,0.02866,0.02866,0.02866,0.02866,0.02866,0.02866,0.02866,0.02866,0.02866,0.02866,0.02866
5271771.772,0.0288056,0.0288056,0.0288056,0.0288056,0.0288056,0.0288056,0.0288056,0.0288056,0.0288056,0.0288056,0.0288056
5279679.68,0.0289523,0.0289523,0.0289523,0.0289523,0.0289523,0.0289523,0.0289523,0.0289523,0.0289523,0.0289523,0.0289523
5287587.588,0.0291003,0.0291003,0.0291003,0.0291003,0.0291003,0.0291003,0.0291003,0.0291003,0.0291003,0.0291003,0.0291003
5295495.495,0.0292495,0.0292495,0.0292495,0.0292495,0.0292495,0.0292495,0.0292495,0.0292495,0.0292495,0.0292495,0.0292495
5303403.403,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294
5311311.311,0.0295517,0.0295517,0.0295517,0.0295517,0.0295517,0.0295517,0.0295517,0.0295517,0.0295517,0.0295517,0.0295517
5319219.219,0.0297047,0.0297047,0.0297047,0.0297047,0.0297047,0.0297047,0.0297047,0.0297047,0.0297047,0.0297047,0.0297047
5327127.127,0.029859,0.029859,0.029859,0.029859,0.029859,0.029859,0.029859,0.029859,0.029859,0.029859,0.029859
5335035.035,0.0300146,0.0300146,0.0300146,0.0300146,0.0300146,0.0300146,0.0300146,0.0300146,0.0300146,0.0300146,0.0300146
5342942.943,0.0301715,0.0301715,0.0301715,0.0301715,0.0301715,0.0301715,0.0301715,0.0301715,0.0301715,0.0301715,0.0301715
5350850.851,0.0303298,0.0303298,0.0303298,0.0303298,0.0303298,0.0303298,0.0303298,0.0303298,0.0303298,0.0303298,0.0303298
5358758.759,0.0304895,0.0304895,0.0304895,0.0304895,0.0304895,0.0304895,0.0304895,0.0304895,0.0304895,0.0304895,0.0304895
5366666.667,0.0306505,0.0306505,0.0306505,0.0306505,0.0306505,0.0306505,0.0306505,0.0306505,0.0306505,0.0306505,0.0306505
5374574.575,0.0308129,0.0308129,0.0308129,0.0308129,0.0308129,0.0308129,0.0308129,0.0308129,0.0308129,0.0308129,0.0308129
5382482.482,0.0309768,0.0309768,0.0309768,0.0309768,0.0309768,0.0309768,0.0309768,0.0309768,0.0309768,0.0309768,0.0309768
5390390.39,0.031142,0.031142,0.031142,0.031142,0.031142,0.031142,0.031142,0.031142,0.031142,0.031142,0.031142
5398298.298,0.0313088,0.0313088,0.0313088,0.0313088,0.0313088,0.0313088,0.0313088,0.0313088,0.0313088,0.0313088,0.0313088
5406206.206,0.031477,0.031477,0.031477,0.031477,0.031477,0.031477,0.031477,0.031477,0.031477,0.031477,0.031477
5414114.114,0.0316467,0.0316467,0.0316467,0.0316467,0.0316467,0.0316467,0.0316467,0.0316467,0.0316467,0.0316467,0.0316467
5422022.022,0.031818,0.031818,0.031818,0.031818,0.031818,0.031818,0.031818,0.031818,0.031818,0.031818,0.031818
5429929.93,0.0319908,0.0319908,0.0319908,0.0319908,0.0319908,0.0319908,0.0319908,0.0319908,0.0319908,0.0319908,0.0319908
5437837.838,0.0321651,0.0321651,0.0321651,0.0321651,0.0321651,0.0321651,0.0321651,0.0321651,0.0321651,0.0321651,0.0321651
5445745.746,0.032341,0.032341,0.032341,0.032341,0.032341,0.032341,0.032341,0.032341,0.032341,0.032341,0.032341
5453653.654,0.0325185,0.0325185,0.0325185,0.0325185,0.0325185,0.0325185,0.0325185,0.0325185,0.0325185,0.0325185,0.0325185
5461561.562,0.0326977,0.0326977,0.0326977,0.0326977,0.0326977,0.0326977,0.0326977,0.0326977,0.0326977,0.0326977,0.0326977
5469469.469,0.0328785,0.0328785,0.0328785,0.0328785,0.0328785,0.0328785,0.0328785,0.0328785,0.0328785,0.0328785,0.0328785
5477377.377,0.033061,0.033061,0.033061,0.033061,0.033061,0.033061,0.033061,0.033061,0.033061,0.033061,0.033061
5485285.285,0.0332452,0.0332452,0.0332452,0.0332452,0.0332452,0.0332452,0.0332452,0.0332452,0.0332452,0.0332452,0.0332452
5493193.193,0.0334311,0.0334311,0.0334311,0.0334311,0.0334311,0.0334311,0.0334311,0.0334311,0.0334311,0.0334311,0.0334311
5501101.101,0.0336187,0.0336187,0.0336187,0.0336187,0.0336187,0.0336187,0.0336187,0.0336187,0.0336187,0.0336187,0.0336187
5509009.009,0.0338081,0.0338081,0.0338081,0.0338081,0.0338081,0.0338081,0.0338081,0.0338081,0.0338081,0.0338081,0.0338081
5516916.917,0.0339994,0.0339994,0.0339994,0.0339994,0.0339994,0.0339994,0.0339994,0.0339994,0.0339994,0.0339994,0.0339994
5524824.825,0.0341924,0.0341924,0.0341924,0.0341924,0.0341924,0.0341924,0.0341924,0.0341924,0.0341924,0.0341924,0.0341924
5532732.733,0.0343873,0.0343873,0.0343873,0.0343873,0.0343873,0.0343873,0.0343873,0.0343873,0.0343873,0.0343873,0.0343873
5540640.641,0.0345841,0.0345841,0.0345841,0.0345841,0.0345841,0.0345841,0.0345841,0.0345841,0.0345841,0.0345841,0.0345841
5548548.549,0.0347828,0.0347828,0.0347828,0.0347828,0.0347828,0.0347828,0.0347828,0.0347828,0.0347828,0.0347828,0.0347828
5556456.456,0.0349834,0.0349834,0.0349834,0.0349834,0.0349834,0.0349834,0.0349834,0.0349834,0.0349834,0.0349834,0.0349834
5564364.364,0.035186,0.035186,0.035186,0.035186,0.035186,0.035186,0.035186,0.035186,0.035186,0.035186,0.035186
5572272.272,0.0353905,0.0353905,0.0353905,0.0353905,0.0353905,0.0353905,0.0353905,0.0353905,0.0353905,0.0353905,0.0353905
5580180.18,0.0355971,0.0355971,0.0355971,0.0355971,0.0355971,0.0355971,0.0355971,0.0355971,0.0355971,0.0355971,0.0355971
5588088.088,0.0358058,0.0358058,0.0358058,0.0358058,0.0358058,0.0358058,0.0358058,0.0358058,0.0358058,0.0358058,0.0358058
5595995.996,0.0360165,0.0360165,0.0360165,0.0360165,0.0360165,0.0360165,0.0360165,0.0360165,0.0360165,0.0360165,0.0360165
5603903.904,0.0362294,0.0362294,0.0362294,0.0362294,0.0362294,0.0362294,0.0362294,0.0362294,0.0362294,0.0362294,0.0362294
5611811.812,0.0364444,0.0364444,0.0364444,0.0364444,0.0364444,0.0364444,0.0364444,0.0364444,0.0364444,0.0364444,0.0364444
5619719.72,0.0366616,0.0366616,0.0366616,0.0366616,0.0366616,0.0366616,0.0366616,0.0366616,0.0366616,0.0366616,0.0366616
5627627.628,0.036881,0.036881,0.036881,0.036881,0.036881,0.036881,0.036881,0.036881,0.036881,0.036881,0.036881
5635535.536,0.0371027,0.0371027,0.0371027,0.0371027,0.0371027,0.0371027,0.0371027,0.0371027,0.0371027,0.0371027,0.0371027
5643443.443,0.0373266,0.0373266,0.0373266,0.0373266,0.0373266,0.0373266,0.0373266,0.0373266,0.0373266,0.0373266,0.0373266
5651351.351,0.0375529,0.0375529,0.0375529,0.0375529,0.0375529,0.0375529,0.0375529,0.0375529,0.0375529,0.0375529,0.0375529
5659259.259,0.0377815,0.0377815,0.0377815,0.0377815,0.0377815,0.0377815,0.0377815,0.0377815,0.0377815,0.0377815,0.0377815
5667167.167,0.0380125,0.0380125,0.0380125,0.0380125,0.0380125,0.0380125,0.0380125,0.0380125,0.0380125,0.0380125,0.0380125
5675075.075,0.038246,0.038246,0.038246,0.038246,0.038246,0.038246,0.038246,0.038246,0.038246,0.038246,0.038246
5682982.983,0.038482,0.038482,0.038482,0.038482,0.038482,0.038482,0.038482,0.038482,0.038482,0.038482,0.038482
5690890.891,0.0387204,0.0387204,0.0387204,0.0387204,0.0387204,0.0387204,0.0387204,0.0387204,0.0387204,0.0387204,0.0387204
5698798.799,0.0389614,0.0389614,0.0389614,0.0389614,0.0389614,0.0389614,0.0389614,0.0389614,0.0389614,0.0389614,0.0389614
5706706.707,0.0392051,0.0392051,0.0392051,0.0392051,0.0392051,0.0392051,0.0392051,0.0392051,0.0392051,0.0392051,0.0392051
5714614.615,0.0394513,0.0394513,0.0394513,0.0394513,0.0394513,0.0394513,0.0394513,0.0394513,0.0394513,0.0394513,0.0394513
5722522.523,0.0397003,0.0397003,0.0397003,0.0397003,0.0397003,0.0397003,0.0397003,0.0397003,0.0397003,0.0397003,0.0397003
5730430.43,0.039952,0.039952,0.039952,0.039952,0.039952,0.039952,0.039952,0.039952,0.039952,0.039952,0.039952
5738338.338,0.0402064,0.0402064,0.0402064,0.0402064,0.0402064,0.0402064,0.0402064,0.0402064,0.0402064,0.0402064,0.0402064
5746246.246,0.0404637,0.0404637,0.0404637,0.0404637,0.0404637,0.0404637,0.0404637,0.0404637,0.0404637,0.0404637,0.0404637
5754154.154,0.0407239,0.0407239,0.0407239,0.0407239,0.0407239,0.0407239,0.0407239,0.0407239,0.0407239,0.0407239,0.0407239
5762062.062,0.0409869,0.0409869,0.0409869,0.0409869,0.0409869,0.0409869,0.0409869,0.0409869,0.0409869,0.0409869,0.0409869
5769969.97,0.041253,0.041253,0.041253,0.041253,0.041253,0.041253,0.041253,0.041253,0.041253,0.041253,0.041253
5777877.878,0.0415221,0.0415221,0.0415221,0.0415221,0.0415221,0.0415221,0.0415221,0.0415221,0.0415221,0.0415221,0.0415221
5785785.786,0.0417942,0.0417942,0.0417942,0.0417942,0.0417942,0.0417942,0.0417942,0.0417942,0.0417942,0.0417942,0.0417942
5793693.694,0.0420695,0.0420695,0.0420695,0.0420695,0.0420695,0.0420695,0.0420695,0.0420695,0.0420695,0.0420695,0.0420695
5801601.602,0.0423479,0.0423479,0.0423479,0.0423479,0.0423479,0.0423479,0.0423479,0.0423479,0.0423479,0.0423479,0.0423479
5809509.51,0.0426296,0.0426296,0.0426296,0.0426296,0.0426296,0.0426296,0.0426296,0.0426296,0.0426296,0.0426296,0.0426296
5817417.417,0.0429146,0.0429146,0.0429146,0.0429146,0.0429146,0.0429146,0.0429146,0.0429146,0.0429146,0.0429146,0.0429146
5825325.325,0.043203,0.043203,0.043203,0.043203,0.043203,0.043203,0.043203,0.043203,0.043203,0.043203,0.043203
5833233.233,0.0434948,0.0434948,0.0434948,0.0434948,0.0434948,0.0434948,0.0434948,0.0434948,0.0434948,0.0434948,0.0434948
5841141.141,0.04379,0.04379,0.04379,0.04379,0.04379,0.04379,0.04379,0.04379,0.04379,0.04379,0.04379
5849049.049,0.0440888,0.0440888,0.0440888,0.0440888,0.0440888,0.0440888,0.0440888,0.0440888,0.0440888,0.0440888,0.0440888
5856956.957,0.0443912,0.0443912,0.0443912,0.0443912,0.0443912,0.0443912,0.0443912,0.0443912,0.0443912,0.0443912,0.0443912
5864864.865,0.0446973,0.0446973,0.0446973,0.0446973,0.0446973,0.0446973,0.0446973,0.0446973,0.0446973,0.0446973,0.0446973
5872772.773,0.0450071,0.0450071,0.0450071,0.0450071,0.0450071,0.0450071,0.0450071,0.0450071,0.0450071,0.0450071,0.0450071
5880680.681,0.0453207,0.0453207,0.0453207,0.0453207,0.0453207,0.0453207,0.0453207,0.0453207,0.0453207,0.0453207,0.0453207
5888588.589,0.0456382,0.0456382,0.0456382,0.0456382,0.0456382,0.0456382,0.0456382,0.0456382,0.0456382,0.0456382,0.0456382
5896496.496,0.0459597,0.0459597,0.0459597,0.0459597,0.0459597,0.0459597,0.0459597,0.0459597,0.0459597,0.0459597,0.0459597
5904404.404,0.0462852,0.0462852,0.0462852,0.0462852,0.0462852,0.0462852,0.0462852,0.0462852,0.0462852,0.0462852,0.0462852
5912312.312,0.0466148,0.0466148,0.0466148,0.0466148,0.0466148,0.0466148,0.0466148,0.0466148,0.0466148,0.0466148,0.0466148
5920220.22,0.0469486,0.0469486,0.0469486,0.0469486,0.0469486,0.0469486,0.0469486,0.0469486,0.0469486,0.0469486,0.0469486
5928128.128,0.0472866,0.0472866,0.0472866,0.0472866,0.0472866,0.0472866,0.0472866,0.0472866,0.0472866,0.0472866,0.0472866
5936036.036,0.047629,0.047629,0.047629,0.047629,0.047629,0.047629,0.047629,0.047629,0.047629,0.047629,0.047629
5943943.944,0.0479759,0.0479759,0.0479759,0.0479759,0.0479759,0.0479759,0.0479759,0.0479759,0.0479759,0.0479759,0.0479759
5951851.852,0.0483272,0.0483272,0.0483272,0.0483272,0.0483272,0.0483272,0.0483272,0.0483272,0.0483272,0.0483272,0.0483272
5959759.76,0.0486832,0.0486832,0.0486832,0.0486832,0.0486832,0.0486832,0.0486832,0.0486832,0.0486832,0.0486832,0.0486832
5967667.668,0.0490439,0.0490439,0.0490439,0.0490439,0.0490439,0.0490439,0.0490439,0.0490439,0.0490439,0.0490439,0.0490439
5975575.576,0.0494094,0.0494094,0.0494094,0.0494094,0.0494094,0.0494094,0.0494094,0.0494094,0.0494094,0.0494094,0.0494094
5983483.483,0.0497797,0.0497797,0.0497797,0.0497797,0.0497797,0.0497797,0.0497797,0.0497797,0.0497797,0.0497797,0.0497797
5991391.391,0.0501551,0.0501551,0.0501551,0.0501551,0.0501551,0.0501551,0.0501551,0.0501551,0.0501551,0.0501551,0.0501551
5999299.299,0.0505356,0.0505356,0.0505356,0.0505356,0.0505356,0.0505356,0.0505356,0.0505356,0.0505356,0.0505356,0.0505356
6007207.207,0.0509213,0.0509213,0.0509213,0.0509213,0.0509213,0.0509213,0.0509213,0.0509213,0.0509213,0.0509213,0.0509213
6015115.115,0.0513123,0.0513123,0.0513123,0.0513123,0.0513123,0.0513123,0.0513123,0.0513123,0.0513123,0.0513123,0.0513123
6023023.023,0.0517087,0.0517087,0.0517087,0.0517087,0.0517087,0.0517087,0.0517087,0.0517087,0.0517087,0.0517087,0.0517087
6030930.931,0.0521106,0.0521106,0.0521106,0.0521106,0.0521106,0.0521106,0.0521106,0.0521106,0.0521106,0.0521106,0.0521106
6038838.839,0.0525183,0.0525183,0.0525183,0.0525183,0.0525183,0.0525183,0.0525183,0.0525183,0.0525183,0.0525183,0.0525183
6046746.747,0.0529317,0.0529317,0.0529317,0.0529317,0.0529317,0.0529317,0.0529317,0.0529317,0.0529317,0.0529317,0.0529317
6054654.655,0.053351,0.053351,0.053351,0.053351,0.053351,0.053351,0.053351,0.053351,0.053351,0.053351,0.053351
6062562.563,0.0537763,0.0537763,0.0537763,0.0537763,0.0537763,0.0537763,0.0537763,0.0537763,0.0537763,0.0537763,0.0537763
6070470.47,0.0542078,0.0542078,0.0542078,0.0542078,0.0542078,0.0542078,0.0542078,0.0542078,0.0542078,0.0542078,0.0542078
6078378.378,0.0546456,0.0546456,0.0546456,0.0546456,0.0546456,0.0546456,0.0546456,0.0546456,0.0546456,0.0546456,0.0546456
6086286.286,0.0550898,0.0550898,0.0550898,0.0550898,0.0550898,0.0550898,0.0550898,0.0550898,0.0550898,0.0550898,0.0550898
6094194.194,0.0555406,0.0555406,0.0555406,0.0555406,0.0555406,0.0555406,0.0555406,0.0555406,0.0555406,0.0555406,0.0555406
6102102.102,0.0559981,0.0559981,0.0559981,0.0559981,0.0559981,0.0559981,0.0559981,0.0559981,0.0559981,0.0559981,0.0559981
6110010.01,0.0564626,0.0564626,0.0564626,0.0564626,0.0564626,0.0564626,0.0564626,0.0564626,0.0564626,0.0564626,0.0564626
6117917.918,0.056934,0.056934,0.056934,0.056934,0.056934,0.056934,0.056934,0.056934,0.056934,0.056934,0.056934
6125825.826,0.0574127,0.0574127,0.0574127,0.0574127,0.0574127,0.0574127,0.0574127,0.0574127,0.0574127,0.0574127,0.0574127
